address,pic,links,name of property,rent,rooms
"14825 Delano St, Van Nuys, CA 91411",https://images1.apartments.com/i2/tmWCBzaJg2eL0rCo3-8cczH3zilwSN952yrg1NQJzAs/117/the-delano-van-nuys-ca-family-dining.jpg?p=1,https://www.apartments.com/the-delano-van-nuys-ca/0ce5jh2/,The Delano,"$2,200 - 3,850",1-3 Beds
"3800 S Mentone Ave, Culver City, CA 90232",https://images1.apartments.com/i2/TXmJePcWb4Uof4gFI2dWw6f3pYwnj3Q87bCFtN_2a04/117/mv-by-clg-culver-city-ca-building-photo.jpg?p=1,https://www.apartments.com/mv-by-clg-culver-city-ca/e22w91q/,MV by CLG,"$1,575 - 4,924",Studio - 2 Beds
"215 E Regent St, Inglewood, CA 90301",https://images1.apartments.com/i2/rUy-TbgGeFVWY5yQWjVwJgJNKR8Di32tSqyNOkQ7Aq0/117/astra-inglewood-ca-building-photo.jpg?p=1,https://www.apartments.com/astra-inglewood-ca/qstztbz/,Astra,"$2,430 - 5,580",Studio - 3 Beds
"1366 W 35th St, Los Angeles, CA 90007",https://images1.apartments.com/i2/NDmXaK52lhxf_wYkRG78ZFv_zfhMZ7y-4htl7Nv8qnw/117/1366-w-35th-st-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/1366-w-35th-st-los-angeles-ca/ffph60s/,1366 W 35th St,"$1,208 - 1,378",1 Bed
"630 S Masselin Ave, Los Angeles, CA 90036",https://images1.apartments.com/i2/XTIq489ttgp5DfQMi2EBGaW2NKh6I_Ws71J2Xv-xYgU/117/the-preston-miracle-mile-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-preston-miracle-mile-apartments-los-angeles-ca/sj0vgc6/,The Preston Miracle Mile Apartments,"$2,481 - 5,145",Studio - 2 Beds
"1530 N Poinsettia Pl, Los Angeles, CA 90046",https://images1.apartments.com/i2/p0ZxyBX6KKdeXk_sLSUOcHfmrOMgALpt38B2nnuaUak/117/urbanlux-fleur-premium-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/urbanlux-fleur-premium-los-angeles-ca/6t5p2ys/,URBANLUX FLEUR PREMIUM,"$2,400 - 3,200",Studio - 2 Beds
"1133 S Hope St, Los Angeles, CA 90015",https://images1.apartments.com/i2/aWe9D6gI9VCnt6OP_etWfV5udX9zm5cIRjI14x4mGxY/117/1133-s-hope-st-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/1133-s-hope-st-los-angeles-ca/k97zhh9/,1133 S Hope St,"$2,411 - 8,413",Studio - 4 Beds
"2867 Sunset Pl, Los Angeles, CA 90005",https://images1.apartments.com/i2/jql8q7KoFLS3EZMudIzc6F7xOTBqKZPwOaNi85qsLfU/117/kodo-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/kodo-los-angeles-ca/9wl3cy7/,Kodo,"$2,395 - 3,295",Studio - 2 Beds
"548 S Spring St, Los Angeles, CA 90013",https://images1.apartments.com/i2/znQqMbxDNcyqfn5KskRkRQystmerG770GMEZFeLxxbc/117/marley-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/marley-lofts-los-angeles-ca/kb0cz18/,Marley Lofts,"$2,140",Studio - 2 Beds
"5837 W Sunset Blvd, Los Angeles, CA 90028",https://images1.apartments.com/i2/j-j5s3_OidWw87XQjaMeMcKrOIq1NkKMidK5tlGuZlg/117/the-william-on-sunset-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-william-on-sunset-los-angeles-ca/vh1he9g/,The William on Sunset,"$1,920 - 3,350",Studio - 2 Beds
"315 W 5th St, Los Angeles, CA 90013",https://images1.apartments.com/i2/7mIsTLnWT5q1fIEfc_3v-X1VsGjKytjBYHVgNmTyCV4/117/the-metropolitan-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-metropolitan-lofts-los-angeles-ca/3h3wv6e/,The Metropolitan Lofts,"$2,100 - 3,500",Studio
"12444 Venice Blvd, Los Angeles, CA 90066",https://images1.apartments.com/i2/n2wl0MUBbiN4PTLLSJoRi3v_7rRCtExY84omabrU_Oc/117/the-charlie-mar-vista-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-charlie-mar-vista-los-angeles-ca/cjqfcte/,The Charlie Mar Vista,"$2,955 - 5,985",Studio - 2 Beds
"215 W 6th St, Los Angeles, CA 90014",https://images1.apartments.com/i2/b2jblB8-BVOAQnK6qa1cn3aZrBu-MCph2kGKDP861q8/117/randolph-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/randolph-lofts-los-angeles-ca/lfw3sqd/,Randolph Lofts,"$2,689 - 4,292",Studio - 3 Beds
"5845 Carlton Way, Los Angeles, CA 90028",https://images1.apartments.com/i2/AH_s0fnQtQkA0bM0Onow6GxRY0UMLQ7KK99AZIee9OA/117/the-carlton-at-hollywood-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-carlton-at-hollywood-los-angeles-ca/yyt6l8s/,The Carlton At Hollywood,"$3,095 - 3,395",2 Beds
"424 W Pico Blvd, Los Angeles, CA 90015",https://images1.apartments.com/i2/Cre-kUJODlReWNtgLfclM_8eRAytX4o_Qn1CWsTKGJQ/117/onyx-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/onyx-los-angeles-ca/8ever23/,Onyx,"$1,725 - 2,969",Studio - 3 Beds
"1249 S Grand Ave, Los Angeles, CA 90015",https://images1.apartments.com/i2/2R54S9ir_DEYVkYYHjRxnIqXKdNL8s-4EBc7wNZM7yU/117/e-on-grand-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/e-on-grand-los-angeles-ca/vg3jzxe/,E on Grand,"$2,150 - 3,195",Studio - 2 Beds
"650 S Spring St, Los Angeles, CA 90014",https://images1.apartments.com/i2/U1T0tD2amWgcv5rZ9GVAJqlfE5vSb-HylxtqMvD-Sjg/117/jaide-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/jaide-lofts-los-angeles-ca/1lshwj7/,Jaide Lofts,"$1,637 - 3,630",Studio - 3 Beds
"1120 S Grand Ave, Los Angeles, CA 90015",https://images1.apartments.com/i2/_xk484qvObkoAiH1cYxx3qZ-8K6d1-b652NqZpCW6ZY/117/aven-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/aven-los-angeles-ca/h8k26b1/,Aven,"$2,522 - 23,866",Studio - 3 Beds
"600 S Spring St, Los Angeles, CA 90014",https://images1.apartments.com/i2/aSrY28UN8TPLXCWENvP927vLUMMt1eKirhy0HxmzzFc/117/thurman-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/thurman-lofts-los-angeles-ca/397w5nf/,Thurman Lofts,"$2,117 - 3,137",Studio - 3 Beds
"755 S Spring St, Los Angeles, CA 90014",https://images1.apartments.com/i2/sxSgSPDGPt8vjbtylSWsgNtVp-Q91YYtWjqveyZ8T8I/117/sentral-dtla-at-755-s-spring-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/sentral-dtla-at-755-s-spring-los-angeles-ca/6wdx84r/,Sentral DTLA at 755 S. Spring,"$2,018 - 11,045",Studio - 2 Beds
"3665 Hughes Ave, Los Angeles, CA 90034",https://images1.apartments.com/i2/3HFAmcFgMU6ucsAf7gdwNnqdna9mEhPynJMUnHPas5I/117/hughes-regency-los-angeles-ca-living-room-with-decorative-stone-wall-a.jpg?p=1,https://www.apartments.com/hughes-regency-los-angeles-ca/8yd7yz1/,Hughes Regency,"$3,675",1-2 Beds
"1520-1522 S Hayworth Ave, Los Angeles, CA 90035",https://images1.apartments.com/i2/qN4nRPMfoOl1dQGd8ozyQdoJiWBYdkXq86Lb5FwExgg/117/south-hayworth-lofts-los-angeles-ca-living-room-with-hardwood-floors-firepla.jpg?p=1,https://www.apartments.com/south-hayworth-lofts-los-angeles-ca/0l96211/,South Hayworth Lofts,"$3,650",1-2 Beds
"500 S Westmoreland Ave, Los Angeles, CA 90020",https://images1.apartments.com/i2/EdDOGw7iHe5Lc9h1uC2Y--46e0nYjwCOk-M2Opt-Gc8/117/westmoreland-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/westmoreland-apartments-los-angeles-ca/bmpb5bc/,Westmoreland Apartments,"$1,795 - 1,895",Studio - 2 Beds
"6390 De Longpre Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/rpaDAtBoK1qsIjJHuKkLmQMNWKay73mpKJGPtyrP-NQ/117/jardine-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/jardine-los-angeles-ca/9kmzqg6/,Jardine,"$2,649 - 14,677",Studio - 3 Beds
"685 S Lucas Ave, Los Angeles, CA 90017",https://images1.apartments.com/i2/kcGnVRHMWwJBCHFw8BFUioojEOQ6uzKajvINd1FGeMU/117/commodore-regency-apartments-los-angeles-ca-interior-photo.jpg?p=1,https://www.apartments.com/commodore-regency-apartments-los-angeles-ca/6n3zcpr/,Commodore Regency Apartments,"$1,295 - 1,595",Studio
"200 S Kenmore Ave, Los Angeles, CA 90004",https://images1.apartments.com/i2/5gqdyMit72lQULvmFRqIGViqWsI7h-KVs_Ttw64uPFk/117/kenmore-2nd-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/kenmore-2nd-los-angeles-ca/226q0gc/,Kenmore @ 2nd,"$1,395 - 1,695",Studio - 1 Bed
"123 S Figueroa St, Los Angeles, CA 90012",https://images1.apartments.com/i2/DsXAJPLgtdCh0uNiB9zXnoD8nwPMfg0tPmzeNGNlCZA/117/promenade-towers-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/promenade-towers-los-angeles-ca/1ppnmg4/,Promenade Towers,"$2,032 - 3,570",Studio - 2 Beds
"255 S Grand Ave, Los Angeles, CA 90012",https://images1.apartments.com/i2/CN2TODYrSK8Nd7UXhjlYC9NbE7XY4k0-IyuTrgkixnE/117/255-grand-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/255-grand-los-angeles-ca/ew3hkhq/,255 Grand,"$1,883 - 4,495",Studio - 2 Beds
"717 W Olympic Blvd, Los Angeles, CA 90015",https://images1.apartments.com/i2/GaBFgTmqQIu4gw5v7H5Z0Gv0igzLoVjuqU0DEKkP5WE/117/717-olympic-los-angeles-ca-interior-photo.jpg?p=1,https://www.apartments.com/717-olympic-los-angeles-ca/vzswhzg/,717 Olympic,"$2,211 - 9,033",1-2 Beds
"138 N Beaudry Ave, Los Angeles, CA 90012",https://images1.apartments.com/i2/Gfe2SpgWmGIajDfPx3BAv77qJKpUm7n6d2yeZlULRm4/117/canvas-la-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/canvas-la-los-angeles-ca/rqxgnp1/,Canvas LA,"$1,979 - 3,889",Studio - 3 Beds
"888 S Hope St, Los Angeles, CA 90017",https://images1.apartments.com/i2/mXOaG4-oBREW7Cqw6YhwFMCtEO_h78O7y4a41nfIEmQ/117/888-at-grand-hope-park-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/888-at-grand-hope-park-los-angeles-ca/237rms9/,888 at Grand Hope Park,"$2,301 - 7,731",Studio - 2 Beds
"8601 Lincoln Blvd, Los Angeles, CA 90045",https://images1.apartments.com/i2/LwckFPw6RjwDJSaMEDewOKKZRuUmXhAzoXEZiWf7xco/117/playa-del-oro-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/playa-del-oro-los-angeles-ca/rn7tnn2/,Playa Del Oro,"$2,353 - 10,449",Studio - 2 Beds
"1001 S Olive St, Los Angeles, CA 90015",https://images1.apartments.com/i2/GxiEz_G06Cv6xiViqtNbLd7fuwGr4T7QKy7Y2ulTs0s/117/mresidences-olympic-olive-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/mresidences-olympic-olive-los-angeles-ca/8pm7sc0/,mResidences Olympic & Olive,"$2,091 - 6,775",Studio - 2 Beds
"550 N Figueroa St, Los Angeles, CA 90012",https://images1.apartments.com/i2/5WMTS9ImUoToY8zIDBUc3yx7DCBf85GMyS_BbH8SPDg/117/the-orsini-los-angeles-ca-elements-that-satisfy.jpg?p=1,https://www.apartments.com/the-orsini-los-angeles-ca/y1q1mqv/,The Orsini,"$1,945 - 2,823",Studio - 2 Beds
"4091 Redwood Ave, Los Angeles, CA 90066",https://images1.apartments.com/i2/cydtDutQnbRYxa66_zx814A-IJFHGTNewk3D_-xGJHI/117/r3-by-clg-los-angeles-ca-4091-redwood-entrance.jpg?p=1,https://www.apartments.com/r3-by-clg-los-angeles-ca/7gxkvgy/,R3 by CLG,"$2,825 - 3,475",1 Bed
"6677 W Santa Monica Blvd, Los Angeles, CA 90038",https://images1.apartments.com/i2/1aBWs9gr84FfjHGX9ocB5yT-SiGK1zSmMRjcfiGEDc4/117/ava-hollywood-at-la-pietra-place-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/ava-hollywood-at-la-pietra-place-los-angeles-ca/jplj494/,AVA Hollywood at La Pietra Place,"$2,530 - 4,990",Studio - 4 Beds
"3033 Wilshire Blvd, Los Angeles, CA 90010",https://images1.apartments.com/i2/_SPsdRa8HhJ-f2WnqEXJSx9l74Z2d6KSljkcNbVaNe8/117/3033-wilshire-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/3033-wilshire-los-angeles-ca/gzgnzfx/,3033 Wilshire,"$2,734 - 6,780",Studio - 2 Beds
"1947 Sawtelle Blvd, Los Angeles, CA 90025",https://images1.apartments.com/i2/sQ2Jr1B49A-XIlg_edlB3f2KeYlmKvx8lnkUhiVoDNA/117/the-sw-by-clg-los-angeles-ca-rooftop-bbq.jpg?p=1,https://www.apartments.com/the-sw-by-clg-los-angeles-ca/f4bewnr/,The SW by CLG,"$2,395 - 3,695",Studio - 1 Bed
"10983-10983 Wellworth Ave, Los Angeles, CA 90024",https://images1.apartments.com/i2/QowLADzFttTtJ0l-X0lIT3zGxnImjBd9fXx1U-5JoQU/117/the-plaza-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-plaza-apartments-los-angeles-ca/z4dd9jy/,The Plaza Apartments,"$3,278 - 4,318",1-2 Beds
"950 S Fairfax Ave, Los Angeles, CA 90036",https://images1.apartments.com/i2/px5VsJIaGV7VnMt_6TMkOpS9ZhHGoYTffiQtRt6Kois/117/vinz-on-fairfax-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/vinz-on-fairfax-los-angeles-ca/d8ss3kl/,Vinz on Fairfax,"$2,527 - 5,996",Studio - 2 Beds
"2901 E Olympic Blvd, Los Angeles, CA 90023",https://images1.apartments.com/i2/m6v9dfwqsX5dnW2tIuznfDBtkHttBcCae3_LLF9mziw/117/wyvernwood-garden-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/wyvernwood-garden-apartments-los-angeles-ca/qvems6x/,Wyvernwood Garden Apartments,"$1,795 - 2,920",Studio - 3 Beds
"1201 S Hope St, Los Angeles, CA 90015",https://images1.apartments.com/i2/Qb26SrzcsuCdWs-HUtTtG4HNeXjM9686oVyNChZJ1ak/117/hope-flower-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/hope-flower-los-angeles-ca/qev9wcx/,Hope + Flower,"$2,069 - 52,345",Studio - 3 Beds
"10700 Wilshire Blvd, Los Angeles, CA 90024",https://images1.apartments.com/i2/bKUYuFhJbfXYRNO50arkbggJI2_vcm9rtU0_fC_z17M/117/wilshire-victoria-westwood-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/wilshire-victoria-westwood-apartments-los-angeles-ca/vzvxydd/,Wilshire Victoria Westwood Apartments,"$5,595 - 13,995",1-3 Beds
"6290 W Sunset Blvd, Los Angeles, CA 90028",https://images1.apartments.com/i2/J4aXVjmMVik8OztfqbEe_zAe5rXmpuwiPKEID2Us9Gg/117/sunset-vine-tower-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/sunset-vine-tower-los-angeles-ca/l2qp91d/,Sunset Vine Tower,"$3,395 - 8,995",1-2 Beds
"7928 Hollywood Blvd, Los Angeles, CA 90046",https://images1.apartments.com/i2/sdk4QbWsf1mWuD_S8RXs-fgl0i26KkafBLoo6sAAanI/117/the-hw-by-clg-los-angeles-ca-courtyard.jpg?p=1,https://www.apartments.com/the-hw-by-clg-los-angeles-ca/9cp9py6/,The HW by CLG,"$3,999 - 5,150",2 Beds
"5529-5533 Hollywood Blvd, Los Angeles, CA 90028",https://images1.apartments.com/i2/XZISO_ncIYU7SFio4OUOg-A5JoWKPfbX7kup7vH9h0c/117/the-gershwin-los-angeles-ca-the-gershwin---building-exterior.jpg?p=1,https://www.apartments.com/the-gershwin-los-angeles-ca/kymc268/,The Gershwin,"$1,325 - 3,799",Studio - 2 Beds
"1400 S Figueroa St, Los Angeles, CA 90015",https://images1.apartments.com/i2/oW86klNX8Gll9fRHpRLb2wymLhcRQM_QCPe4L0Heago/117/1400-fig-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/1400-fig-apartments-los-angeles-ca/838zj23/,1400 FIG Apartments,"$1,950 - 2,995",Studio - 2 Beds
"5724 Hollywood Blvd, Los Angeles, CA 90028",https://images1.apartments.com/i2/NevSAsprQTiZUcNXvyQlBQQOTPX2ePsiRM5a9feSAbw/117/hollywood-view-towers-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/hollywood-view-towers-los-angeles-ca/1ktnzz4/,Hollywood View Towers,"$1,895 - 3,895",1-3 Beds
"609 St Paul Ave, Los Angeles, CA 90017",https://images1.apartments.com/i2/GP8N9Pl9cN1j3IdAXSsisI4JdFc4EOCdOlhtyBACbXI/117/the-piero-los-angeles-ca-los-angeles-living-at-the-piero.jpg?p=1,https://www.apartments.com/the-piero-los-angeles-ca/13pkvp6/,The Piero,"$2,057 - 3,756",Studio - 2 Beds
"738 Wilcox Ave, Los Angeles, CA 90038",https://images1.apartments.com/i2/ICXj5p5dfB5YjHhrT2kngCcwRDnWHZdBXpewDJQurDA/117/candara-at-hancock-park-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/candara-at-hancock-park-los-angeles-ca/gfw77ny/,Candara at Hancock Park,"$2,405 - 4,470",Studio - 2 Beds
"509 S Manhattan Pl, Los Angeles, CA 90020",https://images1.apartments.com/i2/NVwZOYFvtKCdHsCag8aJHmAyAsadGZtAgpuIJJmNEfo/117/manhattan-suites-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/manhattan-suites-los-angeles-ca/17x5p06/,Manhattan Suites,"$1,395",Studio
"315-319 S Virgil Ave, Los Angeles, CA 90020",https://images1.apartments.com/i2/-nefQjUegKB2AZ46Cp3GkH17lQ-cnoYTzIcxSc2l5C0/117/315-south-virgil-ave-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/315-south-virgil-ave-los-angeles-ca/c19cped/,315 South Virgil Ave,"$1,598 - 2,598",Studio - 2 Beds
"3144 Canfield Ave, Los Angeles, CA 90034",https://images1.apartments.com/i2/o94uohWwRKHQCkR1M91XsvyU5AwWuyiTi6x_BWjLMYA/117/beverlywood-luxury-apartments-los-angeles-ca-building-lobby.jpg?p=1,https://www.apartments.com/beverlywood-luxury-apartments-los-angeles-ca/bt62p2c/,Beverlywood Luxury Apartments,"$3,495",2 Beds
"4531 Hollywood Blvd, Los Angeles, CA 90027",https://images1.apartments.com/i2/lJJ85_XQFcFqmEZiS9bjLcLfpPsziG73JnFrwcencT8/117/the-elinor-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-elinor-los-angeles-ca/n3qxlym/,The Elinor,"$2,300 - 4,855",Studio - 3 Beds
"870 Hilgard Ave, Los Angeles, CA 90024",https://images1.apartments.com/i2/m3Hg4dzDTzRT_dEOYDk4WGSikDLm7smzpaFxPYEayRQ/117/eight70-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/eight70-los-angeles-ca/4hyr5nl/,eight70,"$3,495 - 3,695",Studio - 2 Beds
"1522 Gordon St, Los Angeles, CA 90028",https://images1.apartments.com/i2/XFGOLXZe0z73I2vSQEl9d4xt5j0NMVSlPDG_CBnGBEk/117/lumina-hollywood-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/lumina-hollywood-los-angeles-ca/nrmg09n/,Lumina Hollywood,"$2,080 - 7,964",Studio - 2 Beds
"7566 W Sunset Blvd, Los Angeles, CA 90046",https://images1.apartments.com/i2/ZUnWwEulA69IcWcKalv130skKVIkc5fxcf_bn1Sfz04/117/rae-on-sunset-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/rae-on-sunset-los-angeles-ca/p4y4m1v/,Rae on Sunset,"$2,525 - 9,700",Studio - 3 Beds
"687 S Hobart Blvd, Los Angeles, CA 90005",https://images1.apartments.com/i2/RpSfN5J-FyzykL5eBn6gJYem5vm2Wod1xMNFfVHrle4/117/the-pearl-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-pearl-los-angeles-ca/2j8hjp8/,The Pearl,"$2,185 - 4,737",Studio - 2 Beds
"950 E 3rd St, Los Angeles, CA 90013",https://images1.apartments.com/i2/UMxaXSQRyafci7Dj-ilpjoFe2EatYm3IaZULphHWheY/117/aliso-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/aliso-los-angeles-ca/kjeqsmb/,Aliso,"$2,141 - 5,382",Studio - 2 Beds
"1168 S Barrington Ave, Los Angeles, CA 90049",https://images1.apartments.com/i2/U8RI4OzwoJfU-p5CFGsQ7W-WBpRsXGi7eCAyJ542jsg/117/the-bw-by-clg-los-angeles-ca-conference-room.jpg?p=1,https://www.apartments.com/the-bw-by-clg-los-angeles-ca/547l6tm/,The BW by CLG,"$3,750 - 5,465",1-2 Beds
"3183 Wilshire Blvd, Los Angeles, CA 90010",https://images1.apartments.com/i2/hHVuNUsNnWSwdQfqlX1bgYmB5DAEHojeZsS8vsgS_gA/117/wilshire-vermont-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/wilshire-vermont-los-angeles-ca/1kzq096/,Wilshire Vermont,"$1,895 - 3,613",Studio - 2 Beds
"10824 Lindbrook Dr, Los Angeles, CA 90024",https://images1.apartments.com/i2/bMFE3pSXJtb_foM5IDPZ98KhQlP389AyF2NEL0jQVo4/117/lindbrook-manor-apartments-los-angeles-ca-lindbrook-manor-apartments-for-a-drone.jpg?p=1,https://www.apartments.com/lindbrook-manor-apartments-los-angeles-ca/rg44023/,Lindbrook Manor Apartments,"$1,950 - 7,186",Studio - 2 Beds
"312 S Willaman Dr, Los Angeles, CA 90048",https://images1.apartments.com/i2/m1wOULRre-r0oXXAmYOMW5PV4frq7jGjmp1-ngoZnto/117/312-s-willaman-drive-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/312-s-willaman-drive-los-angeles-ca/4f7m1tl/,312 S. Willaman Drive,"$2,298 - 3,298",1-2 Beds
"130 S Sepulveda Blvd, Los Angeles, CA 90049",https://images1.apartments.com/i2/r1B1QTWJ6fXTapiYGfKsUOBwRwmehNMLmyXsqR32tfE/117/villa-bel-air-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/villa-bel-air-los-angeles-ca/md43cmh/,Villa Bel Air,"$4,684 - 6,099",2 Beds
"6615 Franklin Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/of17i3Wxnr6eVY2Ei7Q5khpLX_yST6tEvFORHkufn7w/117/franklin-park-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/franklin-park-apartments-los-angeles-ca/shr47c5/,Franklin Park Apartments,"$2,395 - 3,995",1-2 Beds
"725 S Bixel St, Los Angeles, CA 90017",https://images1.apartments.com/i2/YRUGbTHCxJA9uSiF1oqHfChYQVlbuE6vN6azbSC6mVg/117/the-medici-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-medici-los-angeles-ca/ln7xd0d/,The Medici,"$1,840 - 4,109",Studio - 3 Beds
"5700 W 6th St, Los Angeles, CA 90036",https://images1.apartments.com/i2/FYSlWE1r5VAw_hmOKHXWrU3l4qWBCR_gXnjhvjleLxk/117/masselin-park-west-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/masselin-park-west-los-angeles-ca/1j7x496/,Masselin Park West,"$2,706 - 4,881",1-2 Beds
"11665 Mayfield Ave, Los Angeles, CA 90049",https://images1.apartments.com/i2/eOvxiEI_NCSXfxJdUiVzBo_nUZAJSlw6SOhHS1n_VH0/117/the-clover-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-clover-los-angeles-ca/tgqs258/,The Clover,"$1,755 - 4,500",Studio - 2 Beds
"627 N Rossmore Ave, Los Angeles, CA 90004",https://images1.apartments.com/i2/HyVxXBE9KjJoqap7FUlgE128_uB2qY46i-irXw5PIh8/117/madison-hancock-park-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/madison-hancock-park-los-angeles-ca/d15c1fj/,Madison Hancock Park,"$2,395 - 3,495",Studio - 2 Beds
"3425 Motor Ave, Los Angeles, CA 90034",https://images1.apartments.com/i2/QpQSp1STuNrdOiI8Fa13HDL_zSEewHMRcY0WOVuhhsY/117/m-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/m-lofts-los-angeles-ca/qstd5wy/,M Lofts,"$2,134 - 2,912",1 Bed
"550 S Main St, Los Angeles, CA 90013",https://images1.apartments.com/i2/ctL-hTzIRn_P5KF-c-FQSYr5ak08ZHebKQWNu5Daiuw/117/topaz-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/topaz-los-angeles-ca/be62jc9/,Topaz,"$1,845 - 3,310",Studio - 3 Beds
"6200 W 3rd St, Los Angeles, CA 90036",https://images1.apartments.com/i2/nkg9PsIm863dreFgIR0sEFUgfua2UP_hAnRmcZsma54/117/park-la-brea-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/park-la-brea-los-angeles-ca/r54g963/,Park La Brea,"$2,365 - 4,866",Studio - 4 Beds
"12027-12035 Wilshire Blvd, Los Angeles, CA 90025",https://images1.apartments.com/i2/yGMrforr5l3dr2R6KFnQSiWOVj1AP-WCHBXhsjSr_BY/117/picasso-brentwood-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/picasso-brentwood-los-angeles-ca/t5xw0n8/,Picasso Brentwood,"$2,950 - 7,550",Studio - 3 Beds
"1120 W 6th St, Los Angeles, CA 90017",https://images1.apartments.com/i2/0WoC9BUY0sGbwqE2MKOL3xXZnKvkqQITqkVw1tnBpKI/117/be-dtla-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/be-dtla-los-angeles-ca/m6z036j/,Be DTLA,"$2,170 - 8,749",Studio - 3 Beds
"1538 N Martel Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/uEfeWWFBRRwkrg9h4zRt8AuwzAN_JkOWf3jfhe6BZ08/117/marlon-manor-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/marlon-manor-los-angeles-ca/ej3lt3n/,Marlon Manor,"$2,990 - 3,320",1-2 Beds
"621 S Spring St, Los Angeles, CA 90014",https://images1.apartments.com/i2/DSJ3v6raexqqtzOj05ikjxSwsGx7dXAVe2EupiXLZug/117/premiere-towers-los-angeles-ca-interior-photo.jpg?p=1,https://www.apartments.com/premiere-towers-los-angeles-ca/nespdgm/,Premiere Towers,"$1,950 - 3,300",1-3 Beds
